series_name,num_observations,mean,variance,skewness,kurtosis,trend_strength,stationarity_pvalue,seasonality,anomaly_count
daily_series_1,745,7.088590604026845,0.30128094104062925,0.04815165297893732,0.23167936644661502,0.34574572002458737,0.0062172622476939846,False,0
daily_series_10,96,0.040527869490632196,0.12759461024328358,1.635734451975957,7.785431842194024,0.13856900679468956,1.0584474246372007e-10,False,1
daily_series_2,475,456000.1242105263,46860298741.117455,-0.4603083398608983,-0.7895346857136509,44387.97116411662,1.3339341633192755e-06,True,1
daily_series_3,350,3.857142857142857,0.17437576749897665,-3.2807868404853124,12.028218622204017,0.36435313416302656,0.03637752243165676,False,0
daily_series_4,261,-74.18532818532819,1222216028.9500165,0.20515991898214592,0.5006095994064559,2156.689932334182,2.416657304391329e-14,False,0
daily_series_5,269,0.022058550185873594,0.0016560348576953369,10.048817894602625,111.13302284240892,0.022624229347606706,7.531790732780641e-14,False,4
daily_series_6,74,0.11171040286669419,0.5684078300185773,3.5393031974640596,19.233571701885708,0.26497710025971455,2.2259712573187538e-17,False,2
daily_series_7,504,-0.008283628675550153,0.10762577787910658,-0.6631531743186903,6.350393308104196,0.08909278878070291,2.307926976627807e-05,False,6
daily_series_8,327,4511.5749235474,782615265.4733571,8.409598554615844,71.53105948841934,20815.98237511564,3.0969849616717855e-07,False,5
daily_series_9,341,-345.7994100294985,906669743.2436684,0.27993822474205876,1.15802862177428,1838.0559104141842,9.236019773868028e-11,False,1
hourly_series_1,1512,566.9495753300264,4388.805003987593,5.488574014179428,69.73454099690389,41.72614194426524,0.00010003659300933757,False,8
hourly_series_10,1000,0.15480330062989878,0.0001247261350378864,-0.1472094013160993,1.3256544554168914,0.007869852378761746,0.0010199594632541438,False,2
hourly_series_2,228,22.539473684210527,131.2186992812428,6.352565657070952,69.13060263452013,5.699967502683357,7.505341948433577e-23,False,1
hourly_series_3,81,-92.58024512345679,0.014239914234359594,0.19705314420152029,-0.1947421226149193,0.09122973776952718,0.03499791853137532,False,0
hourly_series_4,1000,6.062472171643484e-05,3.6753447582608228e-06,31.62277660168379,1000.0000000000005,0.0007245874064662565,0.0,False,1
hourly_series_5,1000,0.00012635968093281877,2.2734616386273464e-06,13.179074795587434,185.80194048070732,0.0005593418795151048,0.0,False,8
hourly_series_6,1000,0.08081321905597784,6.346831824121739e-05,0.17154230681060637,0.10433581824166005,0.004815266565094268,5.6749671895722765e-11,False,2
hourly_series_7,1000,0.08081321905631,6.34683182486084e-05,0.17154230738233986,0.10433582036616196,0.004815266565210441,5.6749671921921746e-11,False,2
hourly_series_8,833,0.04953518903534128,0.02667300557296823,3.275287500555268,9.42662516703075,0.0682806943063556,1.2190194330342506e-26,False,40
hourly_series_9,1000,0.009267491783027389,0.00021231095085438924,2.330252311626972,8.020255300852783,0.0061925432931716025,0.0,False,17
monthly_series_1,145,-944.9861111111111,351589657.8040016,-0.17132795274365067,1.3870704200488948,3185.7034886355395,0.019805620401399975,False,1
monthly_series_2,25,1.3024689812435181e-05,7.786486731668048e-08,0.8879899261502957,3.859694916924673,6.775820507099924e-05,1.1192093172861025e-05,False,0
monthly_series_3,25,0.00028251262022018636,1.251665717761708e-07,2.106344284927847,5.5580203820928755,0.00012406289185981932,0.037162963649204406,False,1
monthly_series_4,17,0.05041264797328585,0.004711143444312672,2.812882403008577,9.512352131956826,0.011083076929194233,0.02598533239923024,False,1
monthly_series_5,25,-0.0015888554555280956,0.0001248505586429304,-0.37570288994321266,-0.2191652238479862,0.0017759444792568723,3.060448488610087e-08,False,0
monthly_series_6,17,-0.002774454204666644,0.0001071232825921751,0.8449354922348521,2.728530775315794,0.001581527437157262,0.0,False,0
monthly_series_7,25,4.2438492638720835e-05,8.609994056987392e-06,0.9285861644835952,3.1902078948043324,0.0005444875944400977,2.6117036820342264e-08,False,1
monthly_series_8,25,8.36,0.40666666666666673,-0.47278469419667746,-0.5380741502401207,0.2660303902123391,0.017124584839419896,False,0
monthly_series_9,291,-0.0028620689655172384,0.5855139255458776,-0.4901692751450239,7.640214216576334,0.27085453176988517,2.2498551237368327e-11,False,3
weekly_series_1,75,124549241.52,852330585642585.4,-1.12674416991454,0.8485340535073789,19116799.501660623,0.0015945848109818253,False,0
weekly_series_2,18,-1396.5046701875003,202007101.5972578,-0.2529743075148356,-0.802648562804213,1291.677974856313,0.517901085379365,False,0
weekly_series_3,18,40751.959989,261519238.4646809,0.12214956342784687,-0.20559033266724214,4602.962977819242,0.012836542824833921,False,0
weekly_series_4,117,0.00808416379310336,0.556898796606225,-0.3822329830614479,0.4034729820070262,0.2643138085945843,1.9340149553787452e-19,False,0
weekly_series_5,75,39540.36486486487,1076192283918.5361,-1.2520533195092447,0.11359592318266643,181538.27530287244,0.0005618561238234707,False,0
weekly_series_6,53,-182.01923076923077,5651421.666289594,-0.7284945949313695,2.114151913764068,866.7113584647698,2.0457870491761958e-11,False,0
weekly_series_7,53,49.83447499056604,9.534021153786984,0.7505990911081732,2.1402552971448237,1.916813584309961,0.0008471862539505055,False,1
